"Artist","Track","User","Rating"
37,100,31248,33.3500229564997
14,96,30709,40.6571035866424
6,148,39961,36.5890026471089
35,89,30036,27.6750257127809
47,171,46530,39.88058069639
48,172,48353,33.5520800023793
6,149,39751,22.7556685310134
35,89,29808,31.8068011549368
7,19,7865,36.3968683527963
10,140,35258,39.1614805947282
30,78,24716,37.7456685263472
7,19,8822,42.7179179343602
35,88,29546,36.7509127016156
30,78,24839,34.9576050361859
26,66,23364,33.6497107133351
32,84,26086,43.1734388672352
10,27,9875,50.9508007825693
10,27,6764,40.696798346035
37,101,28416,23.2255057466535
23,56,20734,37.7008170596333
14,96,31697,42.3477656540828
22,54,18869,35.2837935062017
16,134,34473,36.4190028339208
32,81,27450,44.1638981618818
2,173,50114,34.6130299130319
10,140,35313,47.2725829053702
31,80,27153,42.2204024133882
21,49,19964,24.2943062324142
32,81,25524,39.4298541810082
6,15,6985,47.4204687145569
49,182,50534,48.4250624004465
21,51,20048,33.7130593556676
10,142,35358,31.6099249430894
14,96,31217,34.4256952108942
4,11,36763,45.3952549026193
28,72,24111,35.2473043875936
40,180,50064,43.6413396451327
11,153,39769,29.0738876630462
0,1,799,39.7978142810066
0,150,40880,37.2340291727046
31,79,26062,39.5307054799292
14,96,30294,34.5556988936126
47,170,46201,36.6079504706606
25,59,20793,31.8570919662963
9,21,10353,40.3394917385519
26,62,23735,36.2467478078142
3,10,4489,37.1267639430505
20,45,17992,29.6026538872971
39,104,31205,35.5457403061218
24,58,20432,39.2720768956216
37,98,28957,32.7958005377837
16,135,34400,35.3093042188213
49,183,50008,42.7659675004317
17,36,16068,40.5375136874729
28,72,23452,23.3845894613348
15,42,16988,41.8175693175755
26,64,24093,35.8703605521887
34,86,28408,25.9607446651505
33,85,33307,46.3977703719997
11,152,39100,25.8468452716542
22,112,32239,40.0137438781049
14,32,11791,43.2271222309842
24,58,17459,37.0969320714855
39,105,28328,29.2758020616902
12,34,15460,30.9432893144345
23,56,20422,35.4980707997077
3,10,2364,34.4549493982129
46,168,44609,37.1851501275662
26,66,22789,35.3830873900769
37,97,31197,41.0680437215216
10,25,7746,49.997689802991
35,88,29655,35.7345899965277
21,49,20050,42.7987379742907
14,94,28305,31.1141079085094
14,95,27708,26.7692298161749
25,59,18650,41.982112675503
30,76,24298,41.141809303917
40,147,36983,40.2574982251471
46,168,44664,36.2143416382599
34,87,29029,35.1273264458618
21,51,20114,37.9069010476885
45,164,44921,36.767037259678
40,179,49450,29.4766789571225
10,25,6500,39.0163000011735
6,148,38433,37.0855873801058
20,44,17496,32.1352922430656
7,17,8371,38.9676814926092
33,85,27549,33.4439702965488
9,22,9463,35.9189946618095
21,48,22104,36.6255092786545
26,64,22587,35.4801281927943
37,97,31693,43.8542902220365
21,49,19345,42.9924816650373
29,74,24857,35.2761293161618
4,12,37268,41.6857607512243
10,145,34435,39.5512565016867
26,61,22118,48.4602263586553
21,60,21347,27.2367961787054
6,149,39058,28.1249902437729
16,35,16387,47.5649502576008
46,169,43946,28.8118996830466
48,172,48538,35.8304935287511
43,159,42612,36.095883113917
22,54,19336,36.3517802210595
6,14,6587,22.4895977834347
42,157,41694,42.920566767931
6,14,6309,39.3593047390055
14,94,29468,33.3281856821842
11,29,10622,48.7353570418694
18,38,16759,33.0500667705214
40,179,50617,35.2399835172569
4,11,4613,37.9312313063865
33,85,34155,47.236003059588
14,96,29651,34.3037134540477
2,173,49433,34.4814406205483
10,145,35749,42.7043993169615
26,65,24153,40.5589778687927
0,151,40652,41.7338803446486
41,156,41412,40.3535231019228
11,154,38484,34.875606869891
48,172,48295,27.3806559198369
37,100,27918,29.8447751368181
39,104,28154,25.479109730524
23,56,21056,28.4867948554227
4,11,3257,38.2608689204122
10,24,6439,38.742294620996
10,140,34834,33.771529512386
46,167,45189,30.4152766994162
2,70,22826,35.4561820241979
37,100,28893,26.9006964733457
0,3,988,39.2056581041547
21,50,19229,33.810295943634
22,53,20714,34.4413382240055
33,85,33878,43.5239726752918
21,48,19946,35.2465879718523
21,49,17938,26.7739116371444
21,48,20231,35.6015559400495
33,85,26629,37.5393126090989
24,58,18405,32.8588121380992
14,95,30987,40.1334001106343
45,164,43908,39.0645915877139
10,26,10480,40.6507354305088
2,8,2692,40.2734569167891
37,101,31941,38.2031298366549
2,7,1805,37.4585734657246
7,19,6234,35.7858857569601
22,54,19485,27.2115051524461
21,50,19855,30.4401138116957
11,152,40900,38.2241340622575
3,9,3198,32.1039122066814
46,168,45459,36.2855469175814
35,89,30190,27.5892627882685
16,134,33808,36.4252946150877
40,178,50732,37.6609325945075
44,161,42475,35.5367271547576
4,11,4813,39.9922135335145
47,171,46337,42.2905538269429
40,178,50400,43.6201471590907
11,29,8969,49.5902405467016
43,159,42924,25.8121619684007
20,45,17247,34.0655909288659
17,36,14070,40.7348947826398
46,165,45454,33.5817276081085
21,22,17719,33.2713987353151
26,62,22970,35.7287532785434
36,93,28952,32.9654362633588
20,45,17633,41.2035925759955
36,93,29287,34.7233875234475
33,85,26547,40.3489427892671
14,95,31793,34.4954782039033
10,140,34644,35.3986464919564
28,72,24202,40.1246957869696
29,75,25304,35.3172638924594
46,165,44831,36.2040703878832
39,103,29669,41.4074717507463
2,7,4993,35.254006799521
21,49,19579,35.3365550745698
40,178,48947,29.158066944467
40,180,48855,30.1424939479782
15,33,12031,41.804154398452
0,1,441,37.7215035350435
20,45,17738,38.5797925367132
16,136,34780,36.3035584612928
4,11,4898,37.5199089329888
16,137,34689,39.3424770036462
42,157,42647,42.0876142353665
2,173,48484,41.7158220622097
39,103,31955,42.8026622132944
43,159,40949,33.7678341500896
9,21,7831,31.0679198179408
29,74,23046,34.8068658348449
11,28,10942,49.8419008812391
30,76,23734,34.8206618943262
45,163,45205,33.5799658696127
41,155,40969,46.6609473906503
2,70,24520,35.8951286489084
26,61,21820,35.5054584441752
10,25,10548,44.6323548448007
26,62,21674,36.9646886346639
22,52,18881,38.9618464157645
10,144,33285,23.5375557853546
42,158,42014,37.426275787613
6,15,5738,44.5074702466975
36,93,31194,42.4617498058908
11,29,8051,36.2506987244341
0,1,1567,41.2414561289699
46,168,44841,35.7910918378637
6,148,39916,36.1404428312207
22,110,32996,41.593473113758
22,55,20826,27.7677264858138
7,18,8312,43.3301020162936
40,176,48328,32.1814156789904
32,84,27497,38.1589737625994
26,63,23349,35.7522678014288
30,77,21365,37.108226379873
10,24,10097,42.3140932048672
12,34,15181,39.6824936551462
2,174,49389,35.704958221077
0,0,101,33.3781980413221
7,18,8258,36.280308736008
39,106,27788,25.0729966153765
14,94,30584,37.6339617084152
24,58,21066,27.0338854690636
26,64,23055,35.6013956192197
26,67,24157,28.7030083328502
22,124,32449,47.0826729816919
31,80,27185,22.5397996818272
13,31,11354,32.4363393229806
22,129,33002,28.8405001850636
6,148,39260,28.8187931700897
16,138,33704,35.6312557999939
10,141,34339,33.1906036811446
35,90,30243,21.7973581370497
31,80,27061,33.0518989282452
31,80,26722,32.5407584929507
33,85,33636,39.0329949336629
21,48,19435,49.1102119848289
45,163,45255,32.7152087036902
22,120,32427,38.5762951681259
5,13,4285,28.3428325827305
10,27,6624,42.5361824081542
23,57,17390,34.9949887474412
30,76,24889,35.1199436839015
20,45,19023,31.5559825587319
26,64,23956,35.8348613269317
30,78,21983,31.1354837879109
28,73,23557,35.029061412926
46,168,43471,41.8667562713614
21,22,17568,40.2519209195772
5,13,2767,33.4940481448741
13,31,13125,39.4859112396637
1,4,2700,32.2932656444816
2,70,22037,26.8652355288295
11,152,39264,39.9803323647984
47,171,46768,38.0595423482105
22,121,32502,40.7478384712692
26,66,24122,35.7284922606431
27,71,23403,36.5510530861496
21,48,19507,34.8968077368449
42,158,42913,35.446525532168
11,29,7167,35.9745383814585
2,68,21337,41.5333554234633
10,141,33388,36.0513820014639
42,158,41851,37.9818633608762
9,22,6119,45.4935285552132
35,90,30145,23.9637119058971
49,182,49306,29.1912984646184
2,175,49376,37.3567753660304
11,29,10775,35.895415737432
23,56,20083,31.3122887694256
22,118,32989,48.1013851081361
17,36,16051,40.1941975962527
9,22,10172,29.4700588221624
9,22,8403,42.5247372056414
25,59,21126,35.7080594404872
18,38,16795,38.2073113749356
10,140,33437,24.3418589573078
16,138,33651,42.2113605956357
16,135,35050,26.6882395717347
14,96,31996,34.5470566805754
29,75,22124,31.0051305270568
33,85,34553,46.2476521167718
25,59,19790,39.3397337575937
1,4,2656,28.5803468923749
22,126,32598,33.2257106573806
22,133,32815,41.9096839242085
30,77,25260,35.1413852593267
40,146,37612,32.8090673824522
16,139,34021,36.7742943200162
47,170,47141,29.2809883264854
39,106,29927,29.0618549565888
2,8,4453,36.9396165785271
22,122,32464,46.9628254700334
6,15,5866,39.1821644763278
2,173,49309,30.7736096067049
11,28,10618,28.5519899875248
6,15,7321,35.6238340840625
0,3,461,34.5117410429164
3,9,5372,37.2791395291824
35,92,30411,35.4816955260916
22,129,32749,43.2940462287232
26,65,23147,33.5187385003395
14,95,30021,38.6088363007939
21,60,22611,35.8605859674146
10,145,35398,44.684649164163
40,178,50595,31.0417475537014
10,142,34604,38.1895195674296
2,7,2139,35.4159618250297
2,175,49743,43.6603981277237
22,129,32640,32.9114161377836
6,15,6843,34.8610904567872
49,182,48837,40.401920097381
21,48,22691,36.7776117985513
14,32,12914,35.9506463163616
0,2,1502,41.6435243371809
12,30,11151,36.9227323082752
35,88,28882,32.6812105409812
16,35,13604,41.0985464884576
0,0,1690,38.2232458736277
0,2,206,37.7119114799717
45,163,44491,24.5062805535563
2,69,21839,35.2751234943325
42,158,42896,37.648685272502
20,44,18801,37.6016677179538
22,54,19988,29.6422835905982
20,45,18985,36.8729820111457
16,139,33450,39.2504569171821
22,53,17922,44.8697639721055
26,62,21843,35.4367268050789
22,52,32936,51.8804567109962
5,13,3975,27.4165769297727
0,0,407,42.0794700949725
17,36,15346,39.5634163455421
20,44,17588,31.8470683306934
45,163,43761,39.7338014339031
43,159,42775,40.7810794469478
48,172,47881,28.0911976493034
39,106,28807,34.9919039500767
37,99,31819,43.2388661014673
14,96,31807,36.6532849325506
2,173,49659,31.1909604916879
23,56,18595,42.7609634803115
20,45,18774,34.9319793911649
33,85,27122,39.1523680427403
49,182,49817,28.9594924359731
22,108,32339,46.6433848196548
30,76,25053,33.5355618303085
40,147,37376,45.195226436922
31,79,27092,42.1187102491807
26,66,23519,35.5722438458259
28,72,22497,30.0111186886986
34,86,28844,29.2886332295126
28,73,24139,35.1798683406601
2,173,49262,28.3745031327463
25,59,19873,32.7848970543204
6,15,7075,37.7225865276336
7,17,7407,50.6277954827604
40,180,49950,33.3703215518458
36,93,30276,36.6386419766582
22,120,32756,44.7965456523693
24,58,19690,44.5744861838647
27,71,23105,39.7283797567739
6,148,39803,34.6534556970509
46,169,44698,29.5263237131225
41,156,41876,39.1932610098352
5,13,5576,46.1411018967777
43,160,41530,39.0489489189272
23,57,20075,29.8240197702877
10,24,8322,41.7746498235362
14,32,12722,30.2333854421168
31,79,26185,37.5279711338228
9,23,9908,51.5120296990045
10,24,8335,36.0770129762086
16,137,33514,38.5633776746448
37,98,29875,34.996379401419
2,173,49820,29.9514272476045
22,109,33074,34.5434392659113
3,10,5240,43.5464202750281
11,152,38449,36.5012394766343
1,6,2638,34.3304168171573
10,141,33746,44.1171175520883
10,24,9689,36.9753441913973
9,22,9618,35.8643334486323
12,30,11709,39.2867121615075
38,102,31131,34.0383556596287
31,80,25724,38.5183128948099
14,96,31167,39.6714322601249
0,150,40674,39.115214160355
2,7,4249,35.9422885598451
6,15,5908,36.9686851721005
40,177,47942,39.4009773533399
26,61,23554,35.954769806187
5,13,4396,30.0174638882246
16,135,33720,41.0570613685385
41,155,42150,23.0566829279673
23,57,21210,37.9380107548961
22,54,17350,42.3200543263559
46,165,44735,33.0188293070813
2,70,23284,41.3449066226593
22,119,32849,43.3561885525231
14,94,28924,34.2597868557098
28,73,24434,37.1122519850587
10,145,33425,37.2966794830494
14,94,30474,36.6421503518586
12,30,11911,40.6599523487043
29,74,21852,34.4974784264008
30,76,21348,26.4035134929417
43,160,41107,31.2571976716281
4,12,3103,38.9278574475815
47,170,46381,36.7034819770851
31,79,25520,44.6571090572515
32,83,25968,35.6372431404689
32,84,26770,44.8688042782325
35,90,30791,28.4368049684375
47,170,46864,40.5970493981016
47,170,46692,38.778573939246
45,164,45179,45.9717984923333
30,76,25429,39.1448243883699
11,154,39654,37.9380332102927
22,52,21046,43.8310488629214
21,47,20317,31.5278654965597
22,54,32981,59.616049951525
4,12,2857,38.4165957993843
5,13,5063,38.3575493905163
0,1,68,39.7392720690253
14,96,27822,28.9266371063599
30,77,24533,35.7719852139678
2,69,24714,37.4371673859646
44,161,42455,31.3946574191494
6,148,39228,36.1975582950069
6,149,39884,34.852355295118
10,143,35060,28.958815331543
35,90,30055,36.2573249568738
40,147,37557,34.5571899758909
40,178,48136,32.9924161358149
28,72,22620,34.8609588046873
0,1,40614,50.439148859951
4,12,4878,36.5985628760703
16,136,34192,39.5377780820949
20,44,17776,42.2298314211537
35,90,29163,36.8635717918838
1,4,2179,34.5252965279597
29,74,23767,34.9936902247011
0,1,494,40.7247765708513
10,27,10441,41.1089105987042
4,11,5379,39.0224803413594
4,11,37811,45.5364655488313
3,9,3737,44.0452419097367
22,54,20877,39.85646190419
46,168,43439,37.7250457259841
39,106,27830,33.4326896358516
39,104,31461,34.9385101479851
9,21,7935,40.2270928914093
22,54,18175,41.7258765235427
10,143,35974,35.7306067306211
10,140,33691,36.9679836563206
22,52,18660,35.4083133266483
4,12,37068,44.9141372278751
44,161,43207,32.3083665460913
16,136,33580,37.0940047533777
32,84,27005,40.9662522068939
39,106,29537,32.0905305757124
49,182,47821,35.8621377163232
20,45,18183,32.0037614411127
2,70,21636,35.1478310894839
22,129,33145,46.4637393864348
16,136,34367,42.709220765708
39,104,31955,42.7279708502499
47,171,47237,41.052638021985
40,147,37714,30.759145929465
21,47,20271,33.2458491327029
37,101,31857,23.762867261559
9,21,9433,33.2478108462796
32,83,27180,38.6389650361496
2,69,22110,35.3453445895489
35,92,28440,26.0365958242291
10,26,8772,37.8922061478684
40,147,37015,37.4328604532627
3,10,5259,34.0496366942726
4,11,37605,46.7705422012191
16,137,33811,22.3135658165278
14,32,11388,35.7356480425645
45,164,45216,33.6199040303703
40,176,50000,41.9406832722805
4,12,36173,39.0294653056885
6,148,38830,37.5381031776023
30,77,21391,34.1388560438574
40,179,49574,34.3806340827228
34,87,28114,37.900924773895
43,159,42227,20.5816668755127
0,0,924,39.0037329791554
1,5,3926,37.0309705267004
2,69,21554,35.2012747410607
4,11,5232,34.3854994707592
23,57,17295,34.2751994800995
3,10,4803,32.4482510295673
37,97,31131,34.4269071708635
45,164,43859,34.0895478896663
26,62,23081,37.5894102418821
20,44,17739,48.1986182804563
6,149,39333,34.0691767761279
26,62,23450,37.2286076278249
40,146,37398,39.0034584198731
49,182,50134,34.1513261960841
4,11,37423,41.7730470492943
21,50,20318,41.3636923598885
28,72,25460,35.5968551530803
43,160,42670,39.6953860779516
5,13,2923,33.242550202324
27,71,25317,41.6310107082034
10,27,10801,38.9746028724446
45,163,44639,21.9548492056278
22,111,33031,43.0071925411783
16,136,33282,30.2066420652898
35,91,30745,40.7172948021594
39,103,29326,36.7618103288861
1,6,2616,37.607030793236
12,30,11738,27.6973490700212
23,56,18487,36.8400725412524
2,175,47433,28.3902012404534
49,182,48116,31.0010727581133
32,81,27260,24.8745343118778
29,75,23695,34.9003423345142
16,135,33308,35.5204191833797
22,116,32543,47.2851589027141
37,101,29143,29.3616058906994
13,31,12104,44.9520563393466
22,53,32865,46.2708122353428
21,50,20330,41.2799532679439
42,157,41992,31.1585772747797
47,170,46837,43.2789151501729
41,155,41733,45.6356501800564
2,7,4819,40.5646855478848
40,178,50447,36.1122729287159
49,182,50392,34.8645940692741
47,170,46639,45.2801184051136
22,115,33091,25.1393266754291
31,80,27492,34.6535229234923
4,11,38233,49.9432208442299
0,1,40824,52.4725297436944
41,155,41161,37.0159871960195
9,21,7534,40.1699975308562
40,146,36546,49.4738782493637
3,10,4132,36.8861243166593
42,157,43235,35.9981235648346
23,56,19876,41.5444520806664
6,14,7374,33.7441228993252
21,50,20106,34.4973146090424
2,8,4635,48.6083654338946
22,54,19934,31.6887211008403
7,17,8372,39.0384072473941
40,147,38017,28.4848576417947
30,77,24124,36.7173085178076
24,58,18821,36.4573928118832
10,27,10292,34.8089530038667
16,134,33707,33.3026845843045
6,148,39966,30.6093571681865
16,134,34387,21.198243109621
34,86,27944,33.7033221869017
23,57,18052,39.9158550747727
21,60,22057,28.0803765964843
46,168,44126,30.1440662090425
32,81,26767,35.3671558426113
37,101,31130,39.119548612436
16,137,34699,35.9865370048092
38,102,31731,45.1697170793666
0,3,1283,40.9107151911571
22,129,32778,42.6418511037353
35,92,27975,31.2975064304009
0,1,1407,42.398711962119
2,8,3655,40.1260711753005
6,14,7106,39.2864083930379
14,95,31991,36.5309583804028
16,139,34431,37.3157750892867
30,77,21783,38.1204960776197
13,31,11814,27.2599908563741
20,45,17278,23.2943374110452
40,180,47693,36.5222086460128
37,99,30079,32.7563167170663
35,90,28781,40.776468174794
37,100,29539,43.4143298714596
26,64,23341,35.675503490924
37,99,27678,28.7845760811429
6,14,6171,34.9178497104633
3,9,5401,36.1835103140306
40,147,36163,26.1766123506458
29,75,25416,36.1431637386295
21,22,18008,31.3539504884014
23,57,18673,42.8069862941168
3,10,4840,43.8957905052234
10,143,35753,35.3145201174389
40,177,50638,37.8475160658557
1,5,3706,34.3732703398338
3,10,3718,34.6512420849008
32,83,26043,26.391814925353
14,32,13346,38.6606921393862
26,62,21582,30.7695232099698
7,19,6201,40.3968164422257
2,69,22881,30.8877696644291
22,125,32257,44.6400671577883
27,71,23595,35.2033853354635
31,79,26127,42.129299257617
0,1,38390,33.7506389609386
2,173,47842,32.6970989768252
21,47,19691,34.5589788578385
40,179,47780,32.8917141154468
32,82,26400,35.2214772186594
26,65,23314,35.5938159302011
40,177,48489,27.532656429498
0,0,136,35.6139446699968
0,0,227,40.1741517823844
11,29,6814,41.7038582280163
42,157,42977,35.6180336851041
40,147,37344,32.3842136238279
40,178,50835,40.7090033436529
16,139,34810,46.6826631769617
31,79,27523,39.4389712806656
16,138,33445,31.4812346453333
6,15,7343,37.7641282351986
2,173,47433,28.5395839665424
26,66,22690,35.3574346652562
27,71,23561,35.1945753087574
45,164,43928,36.9269392501064
37,97,28319,34.1698446083276
36,93,29995,43.0612535946322
39,103,31943,34.0111454747477
20,44,19162,42.5190257954382
10,145,35513,32.8473335550142
20,46,17521,40.1237048930347
0,151,39450,40.0527123222703
34,87,29255,23.4890086465597
0,1,38476,46.3874734872252
22,131,32920,35.4531958168664
6,148,38644,37.0443160970588
16,136,34691,48.6962512930719
21,60,22512,35.8349332425939
14,96,31946,38.6890136744002
22,55,17570,38.6318100144012
29,75,24860,35.2022153084149
34,86,28062,42.5906176808585
42,158,42249,36.2160155593349
37,99,28300,26.2211485923389
21,22,20105,29.694268628268
29,75,25157,26.0242316432371
0,151,40249,36.4006709209464
22,53,20459,33.5243165884586
10,141,34419,42.5310814894715
4,11,36422,47.8865698175559
0,1,1665,50.0661295572115
0,1,40414,47.3237222878551
14,94,31870,27.1294867537418
43,159,41026,38.6360886364504
11,29,9087,40.7202704915784
23,56,21227,36.2728385510183
1,6,3888,36.0874537759954
49,182,50903,32.1090255143394
22,55,20248,39.143354183197
39,105,29742,32.8935124563652
39,104,29720,37.1842774834121
37,97,30344,30.2841219942691
35,91,27857,36.0053016903242
21,48,19498,36.8426522599117
21,50,18984,32.5954339590477
6,14,6047,34.8032415529952
31,79,26149,30.8306466974572
30,76,21485,30.6176629616161
5,13,4836,38.323914530608
22,125,32983,42.9723499080236
1,4,2455,35.0724858783909
27,71,21931,23.6087869431811
28,73,23753,39.2580485907172
40,147,37851,35.3693460831649
25,59,19784,25.0411469815518
22,53,19613,34.3716655000038
16,137,33457,33.0277123211291
2,175,49804,26.6094902154714
14,32,11192,30.4101448916071
16,138,34351,40.6983096021226
9,23,7226,27.8067239155611
7,18,7566,43.3337542463802
45,164,43510,35.4379924098238
20,46,17726,46.2217463755137
7,19,6243,44.196643725397
39,105,28219,41.2376626779992
3,10,3556,31.0421656359199
37,99,31675,40.3690744936497
40,181,50644,22.3004796998615
16,137,34139,35.7871202539635
22,125,33070,41.2211523614468
16,137,34738,40.9503063306299
10,140,34955,44.9367356254671
1,5,2040,32.9931723568424
31,80,26625,29.9328831649369
29,75,21801,30.2430740935359
34,87,28738,39.228584884625
16,135,33700,38.6450548379935
26,67,23558,35.5076581016501
32,81,26242,38.5489773325992
39,104,27982,32.6167316196256
45,164,45499,39.0538271290418
6,16,5746,27.064929451357
22,132,32350,35.9261056678148
16,138,34706,35.5193230479799
28,72,25123,39.0109075349132
16,135,34312,34.0138227959599
46,165,44226,33.7019990202513
16,134,33232,45.3910080711594
0,2,752,43.8472601198381
45,164,45188,33.4850685807516
35,89,29866,46.1638816655269
30,76,23425,34.7405942986735
